review	rating
فندق حلو والاستاف متعاون	4
الاطلاله جميلة	5
رائع جدا وراقي	5
فندق خمسة نجوم يقدم كافة الخدمات الفندقيه	5
حلو	5
منتجع راقي وخدمة ممتازة	5
فندق جميل جدا جدا يقع على البحر المتوسط	5
منتجع جميل يطل على البحر	5
منتهى الجمال فندق الموفنبيك	5
من افضل المنتجعات السياحية في الوطن العربي موقع مميز مطاعم اطلالة الغرف المسابح الملاصقة للبحر 	5
موقع خلاب	5
جميل جدا	5
روعه	5
شكرا للمجمع	5
جيد	4
جيدجدا	3
اوتيل مميز مع مطعم وصالة حفلات ومسبح بحري مركزه كانه تحت الارض مدخله من ناحية الروشه الخروج من الناحيه الثانيه ويوجد بداخله قاعات اجتماعات	4
رحلة ممتازة	5
مكان روعة اجواء ولا اروع الي يجي لبيروت بدون ميقضي وقت بهذا المكان عمره خسارة	5
اجمل مكان بكل فنادق لبنان	5
المكان جميل	5
شيئ غايه بروعه	5
بد نیست	3
ممتاز	5
كلش حلووو	5
رائع	5
انا شغيل ماني ساايح 😂😂	5
ممتاذ جدا	5
احلى مكان	5
رائع جدا	5
 رائع جدٱ… !!	4
ما عد في ارقى من هيك اللسان يعجز عن الوصف	5
رائع	5
رائع	5
فندق ممتاز. موقع جميل جدا. الخدمة جيدة.	5
منتجع راقي في بيروت	5
ممتاز	5
رائع	5
رائع جدا والخدمة ممتازه تشعر حالك في البيت والمسابح حلوه كتير  	5
موقع ممتاز على الروشة واطلالة بانورامية على شاطئ البحر المتوسط والوحيد المتوفر به شاطئ لسباحة	5
فندق رائع وخدماته و القائمين عليها على أعلى مستوى. 	4
اكل ولا أطيب	5
رائع	5
ممتاز	5
موقع رائع 	5
منتجع ممتاز	5
رائع	4
فندق في غاية الروعة والجمال	5
ن افضل المنتجعات	5
نظيفة الغرف بس غالى والشاطئ يحتاج اهتمام ونظافه	4
أجمل مكان في العالم	5
منتجع في غاية الروعه	5
احلى منتجع	5
شكرا	5
الو	2
مطعم ذو طابع عصري وجبات سريعة...مذاق طيب ....نظافة أكيدة انصح بإختياره	4
جيد جدا	5
اكل مقبول ..شاورما مقبولة لجيد..فيو طاولات	3
الطيب أكل القلعة 👌👌👌 ياويلي	5
الطاووق الكرسبي الاسكالوب الفاهيتا	3
ادارة ..نظافة...لذة	4
أطيب أكل القلعة 👌👌👌👏👍🍡🍗🍖🍟🍝🍢🍔🌍بيروت الحمراء ولآ أطيب	5
اكل لذيذ ونظيف واسعار معقولة	4
انصحكم بتجربة الكفتة ..صحن ممتع جدا وخدمة مميزة	4
روعة ولا اط يب	5
جيد	5
ممتاز	5
من زمان كنت عم اشتغل بقلعة تشكن الله يرحم هديك الايام	1
ممتاز ونظيف وطعامه لذيذ جدا	5
مكان جميل وأكل رائع	4
بلال الخلق البرهيم	5
رائع	5
الطعم لذيذ و رائع و جميع الاكلات طازجة	5
احلى مطعم اكله نظيف ومميز	5
عادي	3
هناك اجمل اكل عنده بالاخص البرستت	5
القلعة تشكن	2
اوريو ايسكريم🔥	5
طعم جميل جداا وخاصة الاجنحة السبايسي	4
رائع	5
جيد	4
مطعم مميز	5
لذيذ	5
اللهم صلِ وسلم على نبينا محمد .. سبحان الله وبحمده سبحان الله العظيم	3
مطعم جميل لكن غالي 	3
الله اكبر 	4
بدها كتير شغل عليها ضروري لان موقعها كتير حلو وكبيرة لازم يحسنو فيها اكتر	1
جميل جدا	5
انهو جميل جدا واراقي	5
اعشق هذا المكان أشعر بالهدوء والراحة والنفسية	5
روعه	5
مكان يتيح للمتعب الراحة التي ينشدها على شاطئ البحر وفي جو من دفء الذكريات والحنين لبيروت الأصلية	5
جلسة جميلة طعام متواضع وخيارات قليلة الجلسة ممتعة 	3
قهوة البيارتة الاصليين	3
شعبي نوعا ما	2
ابورعد	5
جيده	4
قهوة ومطعم شعبي	1
مكان جيد جدا من ناحية الخدمه المقدمه والمكان لان فيه صاله للمدخنين والثانيه لغير المدخنين ومن ناحية الاكل والمشروبات جيد .	4
مناسب لاستراحة بعد التسوق، لتناول وجبات خفيفة أو مشروبات باردة أو ساخنة في جو بديع و خدمة جيدة وأسعار مقبولة. كذلك مناسب للأزواج في حال عدم رغبتهم بالتسوق مع زوجاتهم بأن يتناولون الأركيلة العجمي، أو المعسل ذو الجودة العالية.	3
مقهى يتميز بديكور تراثي قديم يقدم المشروبات الساخنة والباردة وبعض انواع الكيك ويقدم ايضا الاراكيل وينقسم الى قسمين داخلي وخارجي على شكل حديقة ويقع المقهى في شارع الحمراء ببيروت ومن ناحية الاسعار فهي مرتفعه حاله حال كل شيئ في لبنان	3
كافيه جدا الجلسة فيه لا تمل	5
قعدة حلوة خصوصا جوا وخدمة ممتازة .. والاسعار مقبولة او عادية	5
مكان رائع	5
من افضل الكافيات في بيروت	4
لا يوجد مكان لغير المدخنين، الانترنت يعطى فقط للشخص الذي يطلب شيء. المكان في الداخل ديكوره جميل.	3
مكان جيد وقعدة حلوة	3
كافية رائع وخدمة ممتازة وسريعة والنركيلة رائعة قضيت اوقات جميلة مناسب للعوائل ..	5
ما حلو وتقليدي واسعار غاليه عالفاضي وبحس حالو الواحد بالبيت	1
جميل	4
كافيه ممتاز وموقع جيد وخدمة جيدة	5
مكان راءع جدا	5
البيتزا طيبة والشيشه كويسة	5
مركز تسوق راقي بكل المقاييس	5
ممتع	5
جيد	2
لجلسات مريحه و الخدمه جيده الاسعار مرتفعه	4
المكان جميل ...ولكن الموظفين مزاجيين بعضهم ممتازين الخدمه سريعه...والنت مش بلاش...إلشيشه ممتازه 	4
الكعدة بالكافيه جميلة	4
حديقة في وسط الحمراء	5
مكان جيد للأرجيلة في شارع الحمرا	5
رومانسي وراق و يحتاج إلى تجديد الديكورات	4
جيد	4
ولو نطلب النت ينزل عالفاتورة بعكس كل الكافيات ..	1
جميل	4
احببته	5
خدمة ضعيفة	1
مطعم رائع و هادئ و نظيف ، يقدم الطعام على الطريقة التركية ، والشاي ايضاً على الطريقة التركية ، والأركيلة فيه كتير طيبة 😍😍😍	4
رائع جداا	5
مطعم جيد واسعاره معقوله	5
محل جيد	5
متنوع جدا . طيب	4
لازال مادو محافظ ع ستايله بكل الدول اللي رحت له فيها	5
احلى مافيه انك تعيش اجواء اسطنبولية بنكهة لبنانية .. موفقين دائما ان شاء الله	5
مكان رائع جدا	5
قهوته التركية والكنافة مميزة .. ويقدم الطلبات بطريقة إبداعية	4
ممتاز والاكل رائع بطابع تركي بامتياز	5
مادو بتركيا ازبط من بيروت	3
جلسة رائعه مع وصلة طربية	4
جيد	4
ATTENTION MADO YOU ARE:CHEATERS They do not have good manners to the Tourist customers specially in their Branch at Princess Island in Turkey. تحذير هام انتبهوا من محلات مادو لانهم غشاشين وحرامية.لانه في يوم 17 ابريل 2017 كنا في فرعهم في جزيرة الامراء(جزيرة الاميرات) وسألناهم عن سعر كرة البوظة الواحدة فأجابونا بأنها ب 3 ليرات تركية فأخذنا 9 كرات ولازم يكون المجموع 27 ليرة ولكنهم طالبونا ب50 ليرة وقالوا بأنهم وضعوا لنا البوظة في كباية بسكوت فاخرة غالية الثمن مع اننا لم نطلب ذلك ولم ياخذ اي احد رأينا وكنت وقتها مع زوجتي وأولادي الصغار فطلبت ان اتكلم مع المدير فجاء واخبرته بالموضوع فقال لي ادفع 40 ليرة وعندما رفضت لان السعر هو 27 ليرة حسب الاتفاق هجم علي ومسكه احد الموظفين فاضررت لترك زوجتي واولادي في المحل والذهاب لاحضار الشرطة التي حلت الموضوع وقالت لي ان ادفع الثمن المتفق عليه وليس الثمن الذي طلبه مني المدير والموظفون فانتبهوا من هذاه المحلات الغشاشين Attention: In Mado Stores, they are cheaters, and they use Violence against tourist customers, like what happened with us in their store in Princess island in Turkey on Monday 17 April 2017. when the Director attacked me when i refused to pay the amount they asked because the real price was 27 TL but they wanted 50 TL then i called the Police to solve this problem 	1
